1080186920	20220114	202201	2022	2022.0384	CVL	VILLAGE						CVL			ISR	ISRAEL	ISR								0	190	190	19	4	-10.0	1	1	1	-7.73480662983426	4	Ramallah, West Bank (general), West Bank	WE	WE00	68767	31.9026	35.1955	-795956	4	Jaba, H_efa, Israel	IS	IS04	18312	32.66	34.9487	-779869	4	Jaba, H_efa, Israel	IS	IS04	18312	32.66	34.9487	-779869	20230114181500	https://mondoweiss.net/2023/01/israel-has-killed-12-palestinians-since-the-start-of-the-year/
1080186921	20220114	202201	2022	2022.0384	ESP	SPANISH	ESP																		0	114	114	11	3	-2.0	2	1	2	-2.68199233716475	4	Malvern, Worcestershire, United Kingdom	UK	UKQ4	40113	52.1167	-2.31667	-2597558	0								4	Costa Del Sol, Spain (general), Spain	SP	SP00	25782	36.6833	-4	-403130	20230114181500	https://www.dailymail.co.uk/femail/article-11635171/What-ayahuasca-Class-psychoactive-drug-Prince-Harry-admitted-using-plant-based-drink.html
1080186922	20220114	202201	2022	2022.0384	ESP	SPANISH	ESP																		0	114	114	11	3	-2.0	2	1	2	-2.68199233716475	4	Costa Del Sol, Spain (general), Spain	SP	SP00	25782	36.6833	-4	-403130	0								4	Malvern, Worcestershire, United Kingdom	UK	UKQ4	40113	52.1167	-2.31667	-2597558	20230114181500	https://www.dailymail.co.uk/femail/article-11635171/What-ayahuasca-Class-psychoactive-drug-Prince-Harry-admitted-using-plant-based-drink.html
1080186923	20220114	202201	2022	2022.0384	ESP	SPANISH	ESP								GBR	BRITISH	GBR								0	138	138	13	3	-7.0	1	1	1	-2.68199233716475	4	Malvern, Worcestershire, United Kingdom	UK	UKQ4	40113	52.1167	-2.31667	-2597558	4	Costa Del Sol, Spain (general), Spain	SP	SP00	25782	36.6833	-4	-403130	4	Malvern, Worcestershire, United Kingdom	UK	UKQ4	40113	52.1167	-2.31667	-2597558	20230114181500	https://www.dailymail.co.uk/femail/article-11635171/What-ayahuasca-Class-psychoactive-drug-Prince-Harry-admitted-using-plant-based-drink.html
1080186924	20220114	202201	2022	2022.0384	ESP	SPANISH	ESP								GBR	BRITISH	GBR								0	138	138	13	3	-7.0	1	1	1	-2.68199233716475	4	Costa Del Sol, Spain (general), Spain	SP	SP00	25782	36.6833	-4	-403130	4	Malvern, Worcestershire, United Kingdom	UK	UKQ4	40113	52.1167	-2.31667	-2597558	4	Costa Del Sol, Spain (general), Spain	SP	SP00	25782	36.6833	-4	-403130	20230114181500	https://www.dailymail.co.uk/femail/article-11635171/What-ayahuasca-Class-psychoactive-drug-Prince-Harry-admitted-using-plant-based-drink.html
1080186925	20220114	202201	2022	2022.0384	ESPCOP	SPANISH	ESP					COP													0	114	114	11	3	-2.0	6	1	6	-2.68199233716475	4	Costa Del Sol, Spain (general), Spain	SP	SP00	25782	36.6833	-4	-403130	0								4	Malvern, Worcestershire, United Kingdom	UK	UKQ4	40113	52.1167	-2.31667	-2597558	20230114181500	https://www.dailymail.co.uk/femail/article-11635171/What-ayahuasca-Class-psychoactive-drug-Prince-Harry-admitted-using-plant-based-drink.html
1080186926	20220114	202201	2022	2022.0384	ESPCOP	SPAIN	ESP					COP			ESP	SPAIN	ESP								0	138	138	13	3	-7.0	4	1	4	-2.68199233716475	4	Costa Del Sol, Spain (general), Spain	SP	SP00	25782	36.6833	-4	-403130	4	Costa Del Sol, Spain (general), Spain	SP	SP00	25782	36.6833	-4	-403130	4	Costa Del Sol, Spain (general), Spain	SP	SP00	25782	36.6833	-4	-403130	20230114181500	https://www.dailymail.co.uk/femail/article-11635171/What-ayahuasca-Class-psychoactive-drug-Prince-Harry-admitted-using-plant-based-drink.html
1080186927	20220114	202201	2022	2022.0384	ESPCOP	SPANISH	ESP					COP			GBR	BRITISH	GBR								0	138	138	13	3	-7.0	2	1	2	-2.68199233716475	4	Costa Del Sol, Spain (general), Spain	SP	SP00	25782	36.6833	-4	-403130	4	Malvern, Worcestershire, United Kingdom	UK	UKQ4	40113	52.1167	-2.31667	-2597558	4	Costa Del Sol, Spain (general), Spain	SP	SP00	25782	36.6833	-4	-403130	20230114181500	https://www.dailymail.co.uk/femail/article-11635171/What-ayahuasca-Class-psychoactive-drug-Prince-Harry-admitted-using-plant-based-drink.html
1080186928	20220114	202201	2022	2022.0384	MNCKOR	SAMSUNG	KOR					MNC													0	084	084	08	2	7.0	5	1	5	0.84680523479599	1	Netherlands	NL	NL		52.5	5.75	NL	0								1	Netherlands	NL	NL		52.5	5.75	NL	20230114181500	http://www.msn.com/en-us/news/technology/2023-new-phones-the-best-coming-from-samsung-apple-google-and-more/ar-AA15b5U7
1080186929	20220114	202201	2022	2022.0384	PSE	WEST BANK	PSE								ISR	ISRAEL	ISR								0	193	193	19	4	-10.0	1	1	1	-7.73480662983426	4	Jaba, H_efa, Israel	IS	IS04	18312	32.66	34.9487	-779869	4	Jaba, H_efa, Israel	IS	IS04	18312	32.66	34.9487	-779869	4	Jaba, H_efa, Israel	IS	IS04	18312	32.66	34.9487	-779869	20230114181500	https://mondoweiss.net/2023/01/israel-has-killed-12-palestinians-since-the-start-of-the-year/
1080186930	20220114	202201	2022	2022.0384	PSE	WEST BANK	PSE								ISR	ISRAEL	ISR								0	193	193	19	4	-10.0	1	1	1	-7.73480662983426	4	Ramallah, West Bank (general), West Bank	WE	WE00	68767	31.9026	35.1955	-795956	4	Jaba, H_efa, Israel	IS	IS04	18312	32.66	34.9487	-779869	4	Jaba, H_efa, Israel	IS	IS04	18312	32.66	34.9487	-779869	20230114181500	https://mondoweiss.net/2023/01/israel-has-killed-12-palestinians-since-the-start-of-the-year/
1080186931	20220114	202201	2022	2022.0384	PSECVL	WEST BANK	PSE					CVL			ISR	ISRAEL	ISR								0	190	190	19	4	-10.0	1	1	1	-7.73480662983426	4	Ramallah, West Bank (general), West Bank	WE	WE00	68767	31.9026	35.1955	-795956	4	Jaba, H_efa, Israel	IS	IS04	18312	32.66	34.9487	-779869	4	Jaba, H_efa, Israel	IS	IS04	18312	32.66	34.9487	-779869	20230114181500	https://mondoweiss.net/2023/01/israel-has-killed-12-palestinians-since-the-start-of-the-year/
1080186932	20221215	202212	2022	2022.9452	EDU	STUDENT						EDU			GRC	GREECE	GRC								1	013	013	01	1	0.4	2	1	2	3.20197044334975	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20230114181500	https://www.athensreview.com/news/singing-cadets-charm-athens/article_c6effaea-939f-11ed-897b-4f2b5fd15afe.html
1080186933	20221215	202212	2022	2022.9452	EDU	STUDENT						EDU			GRC	GREECE	GRC								1	013	013	01	1	0.4	2	1	2	3.20197044334975	2	Texas, United States	US	USTX		31.106	-97.6475	TX	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Greater Athens, Perifereia Attikis, Greece	GR	GR54	16716	38	23.75	-825942	20230114181500	https://www.athensreview.com/news/singing-cadets-charm-athens/article_c6effaea-939f-11ed-897b-4f2b5fd15afe.html
1080186934	20221215	202212	2022	2022.9452	EDU	STUDENT						EDU			USA	TEXAS	USA								1	013	013	01	1	0.4	3	1	3	3.20197044334975	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	4	Greater Athens, Perifereia Attikis, Greece	GR	GR54	16716	38	23.75	-825942	20230114181500	https://www.athensreview.com/news/singing-cadets-charm-athens/article_c6effaea-939f-11ed-897b-4f2b5fd15afe.html
1080186935	20230107	202301	2023	2023.0192											CVL	RESIDENTS						CVL			0	036	036	03	1	4.0	10	1	10	-1.50234741784038	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20230114181500	https://www.mirror.co.uk/tv/tv-news/eastenders-spoilers-next-week-affair-28938366
1080186936	20230107	202301	2023	2023.0192	CVL	RESIDENTS						CVL													0	036	036	03	1	4.0	10	1	10	-1.50234741784038	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20230114181500	https://www.mirror.co.uk/tv/tv-news/eastenders-spoilers-next-week-affair-28938366
1080186937	20230107	202301	2023	2023.0192	CYP	CYPRUS	CYP																		1	040	040	04	1	1.0	10	1	10	4.21052631578947	4	Ministry Of Foreign Affairs, Masqat, Oman	MU	MU06	23611	23.6165	58.4691	11318952	0								4	Ministry Of Foreign Affairs, Masqat, Oman	MU	MU06	23611	23.6165	58.4691	11318952	20230114181500	https://www.omanobserver.om/article/1131227/oman/oman-cyprus-sign-mou-on-diplomatic-studies
1080186938	20230114	202301	2023	2023.0384											AZE	BAKU	AZE								1	036	036	03	1	4.0	2	1	2	2.23880597014926	0								4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20230114181500	https://news.am/eng/news/739581.html
1080186939	20230114	202301	2023	2023.0384											BUS	BUSINESS						BUS			0	036	036	03	1	4.0	1	1	1	-0.58479532163742	0								3	Deer River, Minnesota, United States	US	USMN		47.333	-93.7927	655967	3	Deer River, Minnesota, United States	US	USMN		47.333	-93.7927	655967	20230114181500	https://www.grandrapidsmn.com/news/deer-river-may-see-potential-new-ice-rink/article_a268e4a4-942e-11ed-ae82-abb635a95de2.html
1080186940	20230114	202301	2023	2023.0384											BUS	BUSINESS						BUS			0	046	046	04	1	7.0	1	1	1	-0.58479532163742	0								3	Deer River, Minnesota, United States	US	USMN		47.333	-93.7927	655967	3	Deer River, Minnesota, United States	US	USMN		47.333	-93.7927	655967	20230114181500	https://www.grandrapidsmn.com/news/deer-river-may-see-potential-new-ice-rink/article_a268e4a4-942e-11ed-ae82-abb635a95de2.html
1080186941	20230114	202301	2023	2023.0384											CHRCTH	ROMAN CATHOLIC				CHR	CTH				1	042	042	04	1	1.9	10	1	10	2.00445434298441	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20230114181500	https://www.christianpost.com:443/voices/what-music-is-for-in-corporate-worship.html
1080186942	20230114	202301	2023	2023.0384											COP	POLICE						COP			0	020	020	02	1	3.0	5	1	5	-1.50234741784038	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20230114181500	https://www.mirror.co.uk/tv/tv-news/eastenders-spoilers-next-week-affair-28938366
1080186943	20230114	202301	2023	2023.0384											COP	PRISON						COP			0	020	020	02	1	3.0	5	1	5	-3.99113082039912	0								2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	20230114181500	https://www.newsweek.com/prison-expert-explains-what-bryan-kohbergers-life-will-like-behind-bars-1773829
1080186944	20230114	202301	2023	2023.0384											COP	SECURITY OFFICIAL						COP			1	036	036	03	1	4.0	8	1	8	-4.09836065573771	0								4	Tatoi, Perifereia Attikis, Greece	GR	GR54	16716	38.1667	23.7833	-816280	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20230114181500	https://www.wfmz.com/news/greek-police-finalize-security-plan-for-ex-kings-funeral/article_effdbb0c-49ce-57a8-b365-4386f4b0979e.html
1080186945	20230114	202301	2023	2023.0384											COP	SECURITY OFFICIAL						COP			1	036	036	03	1	4.0	2	1	2	-4.09836065573771	0								4	Tatoi, Perifereia Attikis, Greece	GR	GR54	16716	38.1667	23.7833	-816280	4	Tatoi, Perifereia Attikis, Greece	GR	GR54	16716	38.1667	23.7833	-816280	20230114181500	https://www.wfmz.com/news/greek-police-finalize-security-plan-for-ex-kings-funeral/article_effdbb0c-49ce-57a8-b365-4386f4b0979e.html
1080186946	20230114	202301	2023	2023.0384											COP	PRISON						COP			0	040	040	04	1	1.0	5	1	5	-3.99113082039912	0								2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	20230114181500	https://www.newsweek.com/prison-expert-explains-what-bryan-kohbergers-life-will-like-behind-bars-1773829
1080186947	20230114	202301	2023	2023.0384											CYPGOV	IOANNIS KASOULIDES	CYP					GOV			1	040	040	04	1	1.0	3	1	3	4.21052631578947	0								1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20230114181500	https://www.omanobserver.om/article/1131227/oman/oman-cyprus-sign-mou-on-diplomatic-studies
1080186948	20230114	202301	2023	2023.0384											CZE	CZECH REPUBLIC	CZE								1	032	032	03	1	4.5	2	1	2	0.25316455696203	0								4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	1	Czech Republic	EZ	EZ		49.75	15	EZ	20230114181500	http://www.euronews.com/2023/01/14/czech-presidential-elections-petr-pavel-scores-narrow-win-over-andrej-babis-in-first-round
1080186949	20230114	202301	2023	2023.0384											CZE	CZECH REPUBLIC	CZE								1	032	032	03	1	4.5	2	1	2	0.25316455696203	0								1	Czech Republic	EZ	EZ		49.75	15	EZ	1	Czech Republic	EZ	EZ		49.75	15	EZ	20230114181500	http://www.euronews.com/2023/01/14/czech-presidential-elections-petr-pavel-scores-narrow-win-over-andrej-babis-in-first-round
1080186950	20230114	202301	2023	2023.0384											EDU	SCHOOL						EDU			1	020	020	02	1	3.0	2	1	2	-0.58479532163742	0								3	Deer River, Minnesota, United States	US	USMN		47.333	-93.7927	655967	3	Deer River, Minnesota, United States	US	USMN		47.333	-93.7927	655967	20230114181500	https://www.grandrapidsmn.com/news/deer-river-may-see-potential-new-ice-rink/article_a268e4a4-942e-11ed-ae82-abb635a95de2.html
1080186951	20230114	202301	2023	2023.0384											EDU	SCHOOL						EDU			1	020	020	02	1	3.0	2	1	2	-0.58479532163742	0								3	King School, Minnesota, United States	US	USMN		47.3277	-93.7866	656894	3	King School, Minnesota, United States	US	USMN		47.3277	-93.7866	656894	20230114181500	https://www.grandrapidsmn.com/news/deer-river-may-see-potential-new-ice-rink/article_a268e4a4-942e-11ed-ae82-abb635a95de2.html
1080186952	20230114	202301	2023	2023.0384											EDU	SCHOOL						EDU			0	042	042	04	1	1.9	3	1	3	3.125	0								3	Howard School, Missouri, United States	US	USMO		39.9525	-94.8505	746476	3	Howard School, Missouri, United States	US	USMO		39.9525	-94.8505	746476	20230114181500	https://adventistreview.org/profile/adventist-attorney-gives-back-to-school-that-gave-him-so-much/
1080186953	20230114	202301	2023	2023.0384											EDU	SCHOOL						EDU			0	051	051	05	1	3.4	10	1	10	3.125	0								3	Howard School, Missouri, United States	US	USMO		39.9525	-94.8505	746476	3	Howard School, Missouri, United States	US	USMO		39.9525	-94.8505	746476	20230114181500	https://adventistreview.org/profile/adventist-attorney-gives-back-to-school-that-gave-him-so-much/
1080186954	20230114	202301	2023	2023.0384											ESP	SPAIN	ESP								0	043	043	04	1	2.8	5	1	5	-2.68199233716475	0								4	Costa Del Sol, Spain (general), Spain	SP	SP00	25782	36.6833	-4	-403130	4	Costa Del Sol, Spain (general), Spain	SP	SP00	25782	36.6833	-4	-403130	20230114181500	https://www.dailymail.co.uk/femail/article-11635171/What-ayahuasca-Class-psychoactive-drug-Prince-Harry-admitted-using-plant-based-drink.html
1080186955	20230114	202301	2023	2023.0384											ESP	SPAIN	ESP								0	112	112	11	3	-2.0	5	1	5	-2.68199233716475	0								4	Costa Del Sol, Spain (general), Spain	SP	SP00	25782	36.6833	-4	-403130	4	Costa Del Sol, Spain (general), Spain	SP	SP00	25782	36.6833	-4	-403130	20230114181500	https://www.dailymail.co.uk/femail/article-11635171/What-ayahuasca-Class-psychoactive-drug-Prince-Harry-admitted-using-plant-based-drink.html
1080186956	20230114	202301	2023	2023.0384											FRA	LORRAINE	FRA								1	040	040	04	1	1.0	6	1	6	0.73126142595978	0								1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	20230114181500	https://www.mirror.co.uk/tv/tv-news/joey-essex-stunned-cheeky-lorraine-28943992
1080186957	20230114	202301	2023	2023.0384											GBR	UNITED KINGDOM	GBR								1	040	040	04	1	1.0	4	1	4	-2.68199233716475	0								4	Malvern, Worcestershire, United Kingdom	UK	UKQ4	40113	52.1167	-2.31667	-2597558	4	Malvern, Worcestershire, United Kingdom	UK	UKQ4	40113	52.1167	-2.31667	-2597558	20230114181500	https://www.dailymail.co.uk/femail/article-11635171/What-ayahuasca-Class-psychoactive-drug-Prince-Harry-admitted-using-plant-based-drink.html
1080186958	20230114	202301	2023	2023.0384											GBR	MANCHESTER	GBR								0	051	051	05	1	3.4	8	1	8	-3.63062352012628	0								4	Greater Manchester, United Kingdom (general), United Kingdom	UK	UK00	40111	53.45	-2.23333	-2597513	4	Greater Manchester, United Kingdom (general), United Kingdom	UK	UK00	40111	53.45	-2.23333	-2597513	20230114181500	https://www.manchestereveningnews.co.uk/news/greater-manchester-news/working-home-moment-told-drinking-25902038
1080186959	20230114	202301	2023	2023.0384											GBR	MANCHESTER	GBR								0	051	051	05	1	3.4	2	1	2	-3.63062352012628	0								4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20230114181500	https://www.manchestereveningnews.co.uk/news/greater-manchester-news/working-home-moment-told-drinking-25902038
1080186960	20230114	202301	2023	2023.0384											GOV	PRESIDENT						GOV			0	030	030	03	1	4.0	3	1	3	0.158102766798416	0								3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	1	Canada	CA	CA		60	-96	CA	20230114181500	https://www.dailymail.co.uk/news/article-11635535/THIRD-batch-classified-documents-Bidens-Delaware-home.html
