1081324133	20220122	202201	2022	2022.0603	ARM	ARMENIA	ARM								RUS	RUSSIA	RUS								0	030	030	03	1	4.0	8	1	8	-0.7531380753138	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230122170000	https://www.heritage.org/europe/report/four-new-reasons-why-the-us-must-stay-engaged-the-south-caucasus
1081324134	20220122	202201	2022	2022.0603	ARM	ARMENIA	ARM								RUS	RUSSIA	RUS								0	030	030	03	1	4.0	2	1	2	-0.7531380753138	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230122170000	https://www.heritage.org/europe/report/four-new-reasons-why-the-us-must-stay-engaged-the-south-caucasus
1081324135	20220122	202201	2022	2022.0603	ARM	ARMENIA	ARM								RUS	RUSSIA	RUS								0	057	057	05	1	8.0	2	1	2	-0.7531380753138	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	20230122170000	https://www.heritage.org/europe/report/four-new-reasons-why-the-us-must-stay-engaged-the-south-caucasus
1081324136	20220122	202201	2022	2022.0603	BUS	COMPANY						BUS													1	084	084	08	2	7.0	5	1	5	2.88065843621399	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	0								3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20230122170000	http://www.courant.com/entertainment/dr-pepper-flavored-peeps-arrive-soon-will-you-try-them-20230122-3ix4esskhngvbfwst4nj7idmum-story.html
1081324137	20220122	202201	2022	2022.0603	GOV	PRESIDENT						GOV			SAU	SAUDI	SAU								1	040	040	04	1	1.0	4	1	4	-0.64935064935065	1	Thailand	TH	TH		15	100	TH	1	Saudi Arabia	SA	SA		25	45	SA	1	Thailand	TH	TH		15	100	TH	20230122170000	https://www.philstar.com/nation/2023/01/23/2239497/registration-ofws-seeking-back-wages-extended
1081324138	20220122	202201	2022	2022.0603	GOV	PRESIDENT						GOV			SAUGOV	SAUDI	SAU					GOV			1	040	040	04	1	1.0	6	1	6	-0.64935064935065	1	Thailand	TH	TH		15	100	TH	1	Saudi Arabia	SA	SA		25	45	SA	1	Thailand	TH	TH		15	100	TH	20230122170000	https://www.philstar.com/nation/2023/01/23/2239497/registration-ofws-seeking-back-wages-extended
1081324139	20220122	202201	2022	2022.0603	RUS	RUSSIA	RUS								ARM	ARMENIA	ARM								0	030	030	03	1	4.0	8	1	8	-0.7531380753138	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230122170000	https://www.heritage.org/europe/report/four-new-reasons-why-the-us-must-stay-engaged-the-south-caucasus
1081324140	20220122	202201	2022	2022.0603	RUS	RUSSIA	RUS								ARM	ARMENIA	ARM								0	030	030	03	1	4.0	2	1	2	-0.7531380753138	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230122170000	https://www.heritage.org/europe/report/four-new-reasons-why-the-us-must-stay-engaged-the-south-caucasus
1081324141	20220122	202201	2022	2022.0603	RUS	RUSSIA	RUS								ARM	ARMENIA	ARM								0	057	057	05	1	8.0	2	1	2	-0.7531380753138	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	20230122170000	https://www.heritage.org/europe/report/four-new-reasons-why-the-us-must-stay-engaged-the-south-caucasus
1081324142	20220122	202201	2022	2022.0603	SAU	SAUDI	SAU								GOV	PRESIDENT						GOV			1	0311	031	03	1	5.2	4	1	4	-0.64935064935065	1	Saudi Arabia	SA	SA		25	45	SA	1	Thailand	TH	TH		15	100	TH	1	Saudi Arabia	SA	SA		25	45	SA	20230122170000	https://www.philstar.com/nation/2023/01/23/2239497/registration-ofws-seeking-back-wages-extended
1081324143	20220122	202201	2022	2022.0603	SAU	SAUDI	SAU								GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	4	1	4	-0.64935064935065	1	Saudi Arabia	SA	SA		25	45	SA	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20230122170000	https://www.philstar.com/nation/2023/01/23/2239497/registration-ofws-seeking-back-wages-extended
1081324144	20220122	202201	2022	2022.0603	SAUGOV	SAUDI	SAU					GOV			GOV	PRESIDENT						GOV			1	0311	031	03	1	5.2	6	1	6	-0.64935064935065	1	Saudi Arabia	SA	SA		25	45	SA	1	Thailand	TH	TH		15	100	TH	1	Saudi Arabia	SA	SA		25	45	SA	20230122170000	https://www.philstar.com/nation/2023/01/23/2239497/registration-ofws-seeking-back-wages-extended
1081324145	20220122	202201	2022	2022.0603	SAUGOV	SAUDI	SAU					GOV			GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	6	1	6	-0.64935064935065	1	Saudi Arabia	SA	SA		25	45	SA	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20230122170000	https://www.philstar.com/nation/2023/01/23/2239497/registration-ofws-seeking-back-wages-extended
1081324146	20230115	202301	2023	2023.0411											BUSBUS	BANK						BUS	BUS		1	046	046	04	1	7.0	10	1	10	3.18877551020408	0								4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20230122170000	https://mb.com.ph/2023/01/23/bpi-robinsons-bank-merger-on-track/
