1079471262	20220110	202201	2022	2022.0274	AUSGOV	AUSTRALIA	AUS					GOV			GOV	GOVERNMENT						GOV			1	010	010	01	1	0.0	2	1	2	4.09638554216867	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20230110080000	https://www.afr.com/companies/financial-services/ato-throws-troubled-wealth-sector-a-tax-lifeline-20230110-p5cbj1
1079471263	20220110	202201	2022	2022.0274	CHNGOV	XI JINPING	CHN					GOV			KAZ	KAZAKHSTAN	KAZ								0	042	042	04	1	1.9	10	1	10	0.55172413793104	4	Almaty, Almaty Qalasy, Kazakhstan	KZ	KZ02	37206	43.25	76.95	-2334069	4	Almaty, Almaty Qalasy, Kazakhstan	KZ	KZ02	37206	43.25	76.95	-2334069	4	Almaty, Almaty Qalasy, Kazakhstan	KZ	KZ02	37206	43.25	76.95	-2334069	20230110080000	https://www.bolnews.com/world/world-world/2023/01/chinese-airline-announces-new-routes-for-2023/
1079471264	20220110	202201	2022	2022.0274	GOV	MINIST						GOV			COP	POLICE FORCE						COP			1	020	020	02	1	3.0	5	1	5	1.50375939849624	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20230110080000	https://www.bizcommunity.com/Article/196/607/234899.html
1079471265	20220110	202201	2022	2022.0274	IRNJUD	TEHRAN	IRN					JUD													1	173	173	17	4	-5.0	3	1	3	-9.6	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20230110080000	https://economictimes.indiatimes.com/news/international/world-news/iran-sentences-former-presidents-daughter-to-a-five-year-prison-term/articleshow/96876826.cms
1079471266	20220110	202201	2022	2022.0274	IRNJUD	TEHRAN	IRN					JUD			GOV	SEMI OFFICIAL						GOV			1	173	173	17	4	-5.0	3	1	3	-9.6	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20230110080000	https://economictimes.indiatimes.com/news/international/world-news/iran-sentences-former-presidents-daughter-to-a-five-year-prison-term/articleshow/96876826.cms
1079471267	20220110	202201	2022	2022.0274	IRNJUD	IRAN	IRN					JUD			IRN	IRAN	IRN								1	173	173	17	4	-5.0	4	1	4	-9.6	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20230110080000	https://economictimes.indiatimes.com/news/international/world-news/iran-sentences-former-presidents-daughter-to-a-five-year-prison-term/articleshow/96876826.cms
1079471268	20220110	202201	2022	2022.0274	JUD	PROSECUTOR						JUD													0	090	090	09	2	-2.0	4	1	4	-7.83811475409836	4	Bucharest, Bucuresti, Romania	RO	RO10	25006	44.4333	26.1	-1153951	0								4	Bucharest, Bucuresti, Romania	RO	RO10	25006	44.4333	26.1	-1153951	20230110080000	https://www.dailymail.co.uk/news/article-11617931/Andrew-Tate-brother-Tristan-arrive-Romanian-court-handcuffs-hear-result-appeal.html
1079471269	20220110	202201	2022	2022.0274	JUD	PROSECUTOR						JUD													0	090	090	09	2	-2.0	6	1	6	-7.83811475409836	4	Bedfordshire, United Kingdom (general), United Kingdom	UK	UK00	40124	52	-0.5	-2589547	0								4	Bedfordshire, United Kingdom (general), United Kingdom	UK	UK00	40124	52	-0.5	-2589547	20230110080000	https://www.dailymail.co.uk/news/article-11617931/Andrew-Tate-brother-Tristan-arrive-Romanian-court-handcuffs-hear-result-appeal.html
1079471270	20220110	202201	2022	2022.0274	KAZ	KAZAKHSTAN	KAZ								CHNGOV	XI JINPING	CHN					GOV			0	043	043	04	1	2.8	10	1	10	0.55172413793104	4	Almaty, Almaty Qalasy, Kazakhstan	KZ	KZ02	37206	43.25	76.95	-2334069	4	Almaty, Almaty Qalasy, Kazakhstan	KZ	KZ02	37206	43.25	76.95	-2334069	4	Almaty, Almaty Qalasy, Kazakhstan	KZ	KZ02	37206	43.25	76.95	-2334069	20230110080000	https://www.bolnews.com/world/world-world/2023/01/chinese-airline-announces-new-routes-for-2023/
1079471271	20220110	202201	2022	2022.0274	KHM	CAMBODIA	KHM																		1	061	061	06	2	6.4	5	1	5	3.17460317460317	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	0								4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20230110080000	http://www.akp.gov.kh/post/detail/269902
1079471272	20220110	202201	2022	2022.0274	LAO	LAOS	LAO								VNM	VIETNAM	VNM								0	043	043	04	1	2.8	2	1	1	3.21428571428571	1	Laos	LA	LA		18	105	LA	1	Laos	LA	LA		18	105	LA	1	Laos	LA	LA		18	105	LA	20230110080000	https://tuoitrenews.vn/news/politics/20230110/vietnamese-pm-to-visit-laos-this-week/70862.html
1079471273	20220110	202201	2022	2022.0274	LAO	LAOS	LAO								VNM	VIETNAM	VNM								0	043	043	04	1	2.8	4	1	2	3.21428571428571	1	Laos	LA	LA		18	105	LA	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Laos	LA	LA		18	105	LA	20230110080000	https://tuoitrenews.vn/news/politics/20230110/vietnamese-pm-to-visit-laos-this-week/70862.html
1079471274	20220110	202201	2022	2022.0274	LAO	LAOS	LAO								VNM	VIETNAMESE	VNM								0	043	043	04	1	2.8	1	1	1	3.21428571428571	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Laos	LA	LA		18	105	LA	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20230110080000	https://tuoitrenews.vn/news/politics/20230110/vietnamese-pm-to-visit-laos-this-week/70862.html
1079471275	20220110	202201	2022	2022.0274	LAO	LAOS	LAO								VNM	VIETNAMESE	VNM								0	043	043	04	1	2.8	1	1	1	3.21428571428571	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20230110080000	https://tuoitrenews.vn/news/politics/20230110/vietnamese-pm-to-visit-laos-this-week/70862.html
1079471276	20220110	202201	2022	2022.0274	LAO	LAOS	LAO								VNMCVL	VIETNAMESE	VNM					CVL			0	043	043	04	1	2.8	2	1	1	3.21428571428571	1	Laos	LA	LA		18	105	LA	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Laos	LA	LA		18	105	LA	20230110080000	https://tuoitrenews.vn/news/politics/20230110/vietnamese-pm-to-visit-laos-this-week/70862.html
1079471277	20220110	202201	2022	2022.0274	PAK	PAKISTAN	PAK																		0	020	020	02	1	3.0	4	1	4	0.4335260115607	1	Pakistan	PK	PK		30	70	PK	0								4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20230110080000	https://tribune.com.pk/story/2395070/saudi-arabia-mulls-increasing-investments-deposits-to-pakistan
1079471278	20220110	202201	2022	2022.0274	SAU	SAUDI ARABIA	SAU								PAK	PAKISTAN	PAK								0	020	020	02	1	3.0	2	1	2	0.4335260115607	1	Pakistan	PK	PK		30	70	PK	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20230110080000	https://tribune.com.pk/story/2395070/saudi-arabia-mulls-increasing-investments-deposits-to-pakistan
1079471279	20220110	202201	2022	2022.0274	SAU	SAUDI ARABIA	SAU								PAK	PAKISTAN	PAK								0	020	020	02	1	3.0	2	1	2	0.4335260115607	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20230110080000	https://tribune.com.pk/story/2395070/saudi-arabia-mulls-increasing-investments-deposits-to-pakistan
1079471280	20220110	202201	2022	2022.0274	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	2	1	2	-2.6615969581749	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20230110080000	https://gazette.com/news/us-world/rachel-maddow-swoops-to-bidens-defense-over-classified-document-ordeal/article_a50cbbeb-0289-5c6d-adc4-4675514a147c.html
1079471281	20220110	202201	2022	2022.0274	USA	UNITED STATES	USA																		1	017	017	01	1	0.0	4	1	4	1.79948586118252	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20230110080000	https://economictimes.indiatimes.com/news/international/world-news/indian-origin-swapan-dhairyawan-appointed-director-of-toll-road-authority-in-us/articleshow/96875610.cms
1079471282	20220110	202201	2022	2022.0274	VNM	VIETNAM	VNM								LAO	LAOS	LAO								0	042	042	04	1	1.9	2	1	1	3.21428571428571	1	Laos	LA	LA		18	105	LA	1	Laos	LA	LA		18	105	LA	1	Laos	LA	LA		18	105	LA	20230110080000	https://tuoitrenews.vn/news/politics/20230110/vietnamese-pm-to-visit-laos-this-week/70862.html
1079471283	20220110	202201	2022	2022.0274	VNM	VIETNAMESE	VNM								LAO	LAOS	LAO								0	042	042	04	1	1.9	1	1	1	3.21428571428571	1	Laos	LA	LA		18	105	LA	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20230110080000	https://tuoitrenews.vn/news/politics/20230110/vietnamese-pm-to-visit-laos-this-week/70862.html
1079471284	20220110	202201	2022	2022.0274	VNM	VIETNAM	VNM								LAO	LAOS	LAO								0	042	042	04	1	1.9	4	1	2	3.21428571428571	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Laos	LA	LA		18	105	LA	1	Laos	LA	LA		18	105	LA	20230110080000	https://tuoitrenews.vn/news/politics/20230110/vietnamese-pm-to-visit-laos-this-week/70862.html
1079471285	20220110	202201	2022	2022.0274	VNM	VIETNAMESE	VNM								LAO	LAOS	LAO								0	042	042	04	1	1.9	1	1	1	3.21428571428571	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20230110080000	https://tuoitrenews.vn/news/politics/20230110/vietnamese-pm-to-visit-laos-this-week/70862.html
1079471286	20220110	202201	2022	2022.0274	VNMCVL	VIETNAMESE	VNM					CVL			LAO	LAOS	LAO								0	042	042	04	1	1.9	2	1	1	3.21428571428571	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Laos	LA	LA		18	105	LA	1	Laos	LA	LA		18	105	LA	20230110080000	https://tuoitrenews.vn/news/politics/20230110/vietnamese-pm-to-visit-laos-this-week/70862.html
1079471287	20221211	202212	2022	2022.9342	AFR	AFRICA	AFR																		1	010	010	01	1	0.0	6	1	6	-1.39442231075697	4	Swellendam, Western Cape, South Africa	SF	SF11	77338	-34.0226	20.4417	-1289176	0								4	Swellendam, Western Cape, South Africa	SF	SF11	77338	-34.0226	20.4417	-1289176	20230110080000	https://www.news24.com/news24/southafrica/news/we-are-treated-worse-than-animals-ex-da-officials-threaten-legal-action-after-membership-terminated-20230110
1079471288	20221211	202212	2022	2022.9342	AFR	AFRICA	AFR								COP	DEPUTY						COP			1	010	010	01	1	0.0	2	1	2	-1.39442231075697	4	Swellendam, Western Cape, South Africa	SF	SF11	77338	-34.0226	20.4417	-1289176	4	Swellendam, Western Cape, South Africa	SF	SF11	77338	-34.0226	20.4417	-1289176	4	Swellendam, Western Cape, South Africa	SF	SF11	77338	-34.0226	20.4417	-1289176	20230110080000	https://www.news24.com/news24/southafrica/news/we-are-treated-worse-than-animals-ex-da-officials-threaten-legal-action-after-membership-terminated-20230110
1079471289	20221211	202212	2022	2022.9342	COP	DEPUTY						COP													1	010	010	01	1	0.0	2	1	2	-1.39442231075697	4	Swellendam, Western Cape, South Africa	SF	SF11	77338	-34.0226	20.4417	-1289176	0								4	Swellendam, Western Cape, South Africa	SF	SF11	77338	-34.0226	20.4417	-1289176	20230110080000	https://www.news24.com/news24/southafrica/news/we-are-treated-worse-than-animals-ex-da-officials-threaten-legal-action-after-membership-terminated-20230110
1079471290	20221211	202212	2022	2022.9342	IRL	IRELAND	IRL								JUD	LAWYER						JUD			1	060	060	06	2	6.0	2	1	2	-3.31439393939394	4	Wexford, Wexford, Ireland	EI	EI30	18308	52.3342	-6.4575	-1506176	4	Wexford, Wexford, Ireland	EI	EI30	18308	52.3342	-6.4575	-1506176	4	Wexford, Wexford, Ireland	EI	EI30	18308	52.3342	-6.4575	-1506176	20230110080000	https://www.sundayworld.com/crime/irish-crime/farmer-who-avoided-jail-for-growing-cannabis-plants-says-he-has-helped-hundreds-of-people/972381696.html
1079471291	20221211	202212	2022	2022.9342	JUD	LAWYER						JUD													1	060	060	06	2	6.0	1	1	1	-3.31439393939394	4	Wexford, Wexford, Ireland	EI	EI30	18308	52.3342	-6.4575	-1506176	0								4	Wexford, Wexford, Ireland	EI	EI30	18308	52.3342	-6.4575	-1506176	20230110080000	https://www.sundayworld.com/crime/irish-crime/farmer-who-avoided-jail-for-growing-cannabis-plants-says-he-has-helped-hundreds-of-people/972381696.html
1079471292	20221211	202212	2022	2022.9342	MED	JOURNALIST						MED													0	0841	084	08	2	7.0	1	1	1	-5.52220888355342	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20230110080000	https://www.dailymail.co.uk/news/article-11617803/Tucker-Carlson-slams-Biden-administration-lawsuit-reveals-censored-show.html
1079471293	20221211	202212	2022	2022.9342	MED	JOURNALIST						MED													0	0841	084	08	2	7.0	3	1	3	-5.52220888355342	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20230110080000	https://www.dailymail.co.uk/news/article-11617803/Tucker-Carlson-slams-Biden-administration-lawsuit-reveals-censored-show.html
1079471294	20221211	202212	2022	2022.9342	ROU	ROMANIA									GBR	UNITED KINGDOM	GBR								0	173	173	17	4	-5.0	1	1	1	-7.83811475409836	4	Bucharest, Bucuresti, Romania	RO	RO10	25006	44.4333	26.1	-1153951	4	Bedfordshire, United Kingdom (general), United Kingdom	UK	UK00	40124	52	-0.5	-2589547	4	Bucharest, Bucuresti, Romania	RO	RO10	25006	44.4333	26.1	-1153951	20230110080000	https://www.dailymail.co.uk/news/article-11617931/Andrew-Tate-brother-Tristan-arrive-Romanian-court-handcuffs-hear-result-appeal.html
1079471295	20221211	202212	2022	2022.9342	ROU	ROMANIA									GBR	UNITED KINGDOM	GBR								0	173	173	17	4	-5.0	1	1	1	-7.83811475409836	4	Bucharest, Bucuresti, Romania	RO	RO10	25006	44.4333	26.1	-1153951	4	Bedfordshire, United Kingdom (general), United Kingdom	UK	UK00	40124	52	-0.5	-2589547	4	Bedfordshire, United Kingdom (general), United Kingdom	UK	UK00	40124	52	-0.5	-2589547	20230110080000	https://www.dailymail.co.uk/news/article-11617931/Andrew-Tate-brother-Tristan-arrive-Romanian-court-handcuffs-hear-result-appeal.html
1079471296	20221211	202212	2022	2022.9342	USA	UNITED STATES	USA																		0	0841	084	08	2	7.0	1	1	1	-5.52220888355342	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20230110080000	https://www.dailymail.co.uk/news/article-11617803/Tucker-Carlson-slams-Biden-administration-lawsuit-reveals-censored-show.html
1079471297	20230103	202301	2023	2023.0082	CHN	CHINESE	CHN								AUS	AUSTRALIA	AUS								1	051	051	05	1	3.4	3	1	3	-4.29082240762813	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20230110080000	https://www.afr.com/politics/federal/talks-under-way-to-end-trade-disputes-chinese-envoy-20230110-p5cbhs
