1079180245	20220108	202201	2022	2022.0219	AUS	AUSTRALIA	AUS								BGD	BANGLADESH	BGD								0	057	057	05	1	8.0	5	1	5	4.26540284360189	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20230108023000	https://www.thedailystar.net/news/bangladesh/diplomacy/news/australia-looks-boost-trade-promote-defence-cooperation-3215096
1079180246	20220108	202201	2022	2022.0219	AUS	AUSTRALIA	AUS								BGD	BANGLADESH	BGD								0	057	057	05	1	8.0	3	1	3	4.26540284360189	1	Australia	AS	AS		-25	135	AS	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20230108023000	https://www.thedailystar.net/news/bangladesh/diplomacy/news/australia-looks-boost-trade-promote-defence-cooperation-3215096
1079180247	20220108	202201	2022	2022.0219	AUS	AUSTRALIA	AUS								BGD	BANGLADESH	BGD								0	057	057	05	1	8.0	1	1	1	4.26540284360189	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20230108023000	https://www.thedailystar.net/news/bangladesh/diplomacy/news/australia-looks-boost-trade-promote-defence-cooperation-3215096
1079180248	20220108	202201	2022	2022.0219	AUS	AUSTRALIA	AUS								BGD	BANGLADESH	BGD								0	057	057	05	1	8.0	1	1	1	4.26540284360189	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20230108023000	https://www.thedailystar.net/news/bangladesh/diplomacy/news/australia-looks-boost-trade-promote-defence-cooperation-3215096
1079180249	20220108	202201	2022	2022.0219	BGD	BANGLADESH	BGD								AUS	AUSTRALIA	AUS								0	057	057	05	1	8.0	6	1	6	4.26540284360189	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	1	Australia	AS	AS		-25	135	AS	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20230108023000	https://www.thedailystar.net/news/bangladesh/diplomacy/news/australia-looks-boost-trade-promote-defence-cooperation-3215096
1079180250	20220108	202201	2022	2022.0219	BGD	BANGLADESH	BGD								AUS	AUSTRALIA	AUS								0	057	057	05	1	8.0	2	1	2	4.26540284360189	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20230108023000	https://www.thedailystar.net/news/bangladesh/diplomacy/news/australia-looks-boost-trade-promote-defence-cooperation-3215096
1079180251	20220108	202201	2022	2022.0219	BGD	BANGLADESH	BGD								AUS	AUSTRALIA	AUS								0	057	057	05	1	8.0	2	1	2	4.26540284360189	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20230108023000	https://www.thedailystar.net/news/bangladesh/diplomacy/news/australia-looks-boost-trade-promote-defence-cooperation-3215096
1079180252	20220108	202201	2022	2022.0219	GOV	PRIME MINISTER						GOV			UKR	UKRAINE	UKR								0	041	041	04	1	1.0	1	1	1	-3.44514959202176	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20230108023000	http://www.koreatimes.co.kr/www/world/2023/01/501_343165.html
1079180253	20220108	202201	2022	2022.0219	LAB	EMPLOYEE						LAB			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-10	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20230108023000	https://www.upi.com/Top_News/US/2023/01/07/man-charged-attempted-murder-stabbing-2-moma-employees-nyc/4801673141632/
1079180254	20220108	202201	2022	2022.0219	LAB	EMPLOYEE						LAB			USA	NEW YORK CITY	USA								1	173	173	17	4	-5.0	8	1	8	-10	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20230108023000	https://www.upi.com/Top_News/US/2023/01/07/man-charged-attempted-murder-stabbing-2-moma-employees-nyc/4801673141632/
1079180255	20220108	202201	2022	2022.0219	LAB	EMPLOYEE						LAB			USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-10	3	Museum Of Modern Art, New York, United States	US	USNY	NY061	40.7612	-73.9771	958207	3	Museum Of Modern Art, New York, United States	US	USNY		40.7612	-73.9771	958207	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20230108023000	https://www.upi.com/Top_News/US/2023/01/07/man-charged-attempted-murder-stabbing-2-moma-employees-nyc/4801673141632/
1079180256	20220108	202201	2022	2022.0219	LAB	EMPLOYEE						LAB			USA	NEW YORK CITY	USA								1	190	190	19	4	-10.0	8	1	8	-10	3	Museum Of Modern Art, New York, United States	US	USNY	NY061	40.7612	-73.9771	958207	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20230108023000	https://www.upi.com/Top_News/US/2023/01/07/man-charged-attempted-murder-stabbing-2-moma-employees-nyc/4801673141632/
1079180257	20220108	202201	2022	2022.0219	UKR	UKRAINE	UKR								GOV	PRIME MINISTER						GOV			0	041	041	04	1	1.0	1	1	1	-3.44514959202176	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20230108023000	http://www.koreatimes.co.kr/www/world/2023/01/501_343165.html
1079180258	20220108	202201	2022	2022.0219	UKR	UKRAINE	UKR								GOV	GOVERNMENT						GOV			0	051	051	05	1	3.4	1	1	1	-3.44514959202176	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20230108023000	http://www.koreatimes.co.kr/www/world/2023/01/501_343165.html
1079180259	20221209	202212	2022	2022.9288	GBR	UNITED KINGDOM	GBR																		1	112	112	11	3	-2.0	2	1	2	0.34602076124567	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20230108023000	http://www.msn.com/en-nz/news/national/prince-william-reportedly-burning-with-anger-over-harry-s-memoir/ar-AA165lKY
1079180260	20221209	202212	2022	2022.9288	GOV	PRINCE						GOV													1	112	112	11	3	-2.0	2	1	2	0.34602076124567	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20230108023000	http://www.msn.com/en-nz/news/national/prince-william-reportedly-burning-with-anger-over-harry-s-memoir/ar-AA165lKY
1079180261	20221209	202212	2022	2022.9288	GOVEDU	DEPARTMENT OF EDUCATION						GOV	EDU												0	090	090	09	2	-2.0	2	1	2	-2.69576379974326	3	Department Of Education, District of Columbia, United States	US	USDC	DC001	38.8862	-77.0183	530857	0								3	Department Of Education, District of Columbia, United States	US	USDC		38.8862	-77.0183	530857	20230108023000	https://theeagle.com/news/state-and-regional/govt-and-politics/paxton-texas-gop-support-of-controversial-florida-law-grows-before-legislative-session/article_7f38f750-8ec8-11ed-9c44-43ae64a5f5b0.html
