1079715182	20220111	202201	2022	2022.0301											CVL	VILLAGE						CVL			0	042	042	04	1	1.9	2	1	2	1.05337078651685	0								3	Mad River, Ohio, United States	US	USOH		39.8959	-83.9249	1058186	3	Mad River, Ohio, United States	US	USOH		39.8959	-83.9249	1058186	20230111171500	https://ysnews.com/news/2023/01/freedom-flight-play-to-debut
1079715183	20220111	202201	2022	2022.0301											CVL	VILLAGE						CVL			0	042	042	04	1	1.9	8	1	8	1.05337078651685	0								3	Zanesfield, Ohio, United States	US	USOH	OH091	40.3384	-83.6772	1061809	3	Zanesfield, Ohio, United States	US	USOH	OH091	40.3384	-83.6772	1061809	20230111171500	https://ysnews.com/news/2023/01/freedom-flight-play-to-debut
1079715184	20220111	202201	2022	2022.0301											IDN	INDONESIA	IDN								0	046	046	04	1	7.0	2	1	2	-0.26246719160105	0								4	Pancasila, Riau, Indonesia	ID	ID37	18585	0.0232	101.201	10125131	4	Pancasila, Riau, Indonesia	ID	ID37	18585	0.0232	101.201	10125131	20230111171500	https://www.ynetnews.com/article/h1qaxrhqs
1079715185	20220111	202201	2022	2022.0301	CVL	VILLAGE						CVL													0	043	043	04	1	2.8	2	1	2	1.05337078651685	3	Mad River, Ohio, United States	US	USOH	OH023	39.8959	-83.9249	1058186	0								3	Mad River, Ohio, United States	US	USOH		39.8959	-83.9249	1058186	20230111171500	https://ysnews.com/news/2023/01/freedom-flight-play-to-debut
1079715186	20220111	202201	2022	2022.0301	CVL	VILLAGE						CVL													0	043	043	04	1	2.8	8	1	8	1.05337078651685	3	Zanesfield, Ohio, United States	US	USOH	OH091	40.3384	-83.6772	1061809	0								3	Zanesfield, Ohio, United States	US	USOH	OH091	40.3384	-83.6772	1061809	20230111171500	https://ysnews.com/news/2023/01/freedom-flight-play-to-debut
1079715187	20220111	202201	2022	2022.0301	IDN	INDONESIA	IDN																		0	046	046	04	1	7.0	2	1	2	-0.26246719160105	4	Pancasila, Riau, Indonesia	ID	ID37	18585	0.0232	101.201	10125131	0								4	Pancasila, Riau, Indonesia	ID	ID37	18585	0.0232	101.201	10125131	20230111171500	https://www.ynetnews.com/article/h1qaxrhqs
1079715188	20220111	202201	2022	2022.0301	ISR	ISRAEL	ISR								TUR	ANKARA	TUR								0	042	042	04	1	1.9	1	1	1	1.70132325141776	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20230111171500	https://www.laprensalatina.com/israel-hosts-turkeys-new-ambassador-after-4-years-of-frosty-ties/
1079715189	20220111	202201	2022	2022.0301	ISR	ISRAEL	ISR								TUR	ANKARA	TUR								0	042	042	04	1	1.9	1	1	1	1.70132325141776	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20230111171500	https://www.laprensalatina.com/israel-hosts-turkeys-new-ambassador-after-4-years-of-frosty-ties/
1079715190	20220111	202201	2022	2022.0301	TUR	ANKARA	TUR								ISR	ISRAEL	ISR								0	043	043	04	1	2.8	1	1	1	1.70132325141776	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20230111171500	https://www.laprensalatina.com/israel-hosts-turkeys-new-ambassador-after-4-years-of-frosty-ties/
1079715191	20220111	202201	2022	2022.0301	TUR	ANKARA	TUR								ISR	ISRAEL	ISR								0	043	043	04	1	2.8	1	1	1	1.70132325141776	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20230111171500	https://www.laprensalatina.com/israel-hosts-turkeys-new-ambassador-after-4-years-of-frosty-ties/
