1080674617	20220118	202201	2022	2022.0493	AUS	AUSTRALIA	AUS								KHM	CAMBODIA	KHM								1	084	084	08	2	7.0	3	1	3	1.55440414507772	1	Australia	AS	AS		-25	135	AS	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20230118094500	http://www.akp.gov.kh/post/detail/270475
1080674618	20220118	202201	2022	2022.0493	AUS	AUSTRALIA	AUS								KHM	CAMBODIA	KHM								1	084	084	08	2	7.0	2	1	2	1.55440414507772	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20230118094500	http://www.akp.gov.kh/post/detail/270475
1080674619	20220118	202201	2022	2022.0493	GHAMIL	GHANA	GHA					MIL			GHA	GHANAIAN	GHA								0	013	013	01	1	0.4	1	1	1	-2.63424518743668	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20230118094500	https://www.ghanaiantimes.com.gh/missing-twin-couple-takes-37-military-hospital-to-task/
1080674620	20220118	202201	2022	2022.0493	MIL	COMMANDER						MIL			GHA	GHANAIAN	GHA								0	010	010	01	1	0.0	3	1	3	-2.63424518743668	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20230118094500	https://www.ghanaiantimes.com.gh/missing-twin-couple-takes-37-military-hospital-to-task/
1080674621	20220118	202201	2022	2022.0493	MIL	COMMANDER						MIL			GHA	GHANAIAN	GHA								0	013	013	01	1	0.4	3	1	3	-2.63424518743668	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20230118094500	https://www.ghanaiantimes.com.gh/missing-twin-couple-takes-37-military-hospital-to-task/
1080674622	20220118	202201	2022	2022.0493	MIL	COMMANDER						MIL			GHA	GHANAIAN	GHA								0	090	090	09	2	-2.0	3	1	3	-2.63424518743668	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20230118094500	https://www.ghanaiantimes.com.gh/missing-twin-couple-takes-37-military-hospital-to-task/
1080674623	20220118	202201	2022	2022.0493	MILHLH	MILITARY						MIL	HLH		GHA	GHANAIAN	GHA								0	090	090	09	2	-2.0	5	1	5	-2.63424518743668	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20230118094500	https://www.ghanaiantimes.com.gh/missing-twin-couple-takes-37-military-hospital-to-task/
1080674624	20230111	202301	2023	2023.0301	GOVJUD	PROSECUTOR GENERAL						GOV	JUD		LEG	PRESIDENT OF THE SENATE						LEG			0	112	112	11	3	-2.0	7	1	7	-12.3919308357348	4	Brasilia, Distrito Federal, Brazil	BR	BR07	40202	-15.7833	-47.9167	-631243	4	Brasilia, Distrito Federal, Brazil	BR	BR07	40202	-15.7833	-47.9167	-631243	4	Brasilia, Distrito Federal, Brazil	BR	BR07	40202	-15.7833	-47.9167	-631243	20230118094500	https://english.newstracklive.com/news/brazil-charges-dozens-in-probolsonaro-riotsmore-are-expected-sc57-nu355-ta355-1265067-1.html
1080674625	20230111	202301	2023	2023.0301	GOVJUD	PROSECUTOR GENERAL						GOV	JUD		LEG	CONGRESS						LEG			0	171	171	17	4	-9.2	7	1	7	-12.3919308357348	4	Brasilia, Distrito Federal, Brazil	BR	BR07	40202	-15.7833	-47.9167	-631243	4	Brasilia, Distrito Federal, Brazil	BR	BR07	40202	-15.7833	-47.9167	-631243	4	Brasilia, Distrito Federal, Brazil	BR	BR07	40202	-15.7833	-47.9167	-631243	20230118094500	https://english.newstracklive.com/news/brazil-charges-dozens-in-probolsonaro-riotsmore-are-expected-sc57-nu355-ta355-1265067-1.html
1080674626	20230111	202301	2023	2023.0301	LEG	PRESIDENT OF THE SENATE						LEG			BRA	BRAZIL	BRA								0	112	112	11	3	-2.0	3	1	3	-12.3919308357348	4	Brasilia, Distrito Federal, Brazil	BR	BR07	40202	-15.7833	-47.9167	-631243	4	Brasilia, Distrito Federal, Brazil	BR	BR07	40202	-15.7833	-47.9167	-631243	4	Brasilia, Distrito Federal, Brazil	BR	BR07	40202	-15.7833	-47.9167	-631243	20230118094500	https://english.newstracklive.com/news/brazil-charges-dozens-in-probolsonaro-riotsmore-are-expected-sc57-nu355-ta355-1265067-1.html
1080674627	20230111	202301	2023	2023.0301	OMN	OMAN	OMN								YEM	YEMEN	YEM								1	042	042	04	1	1.9	2	1	2	-1.49892933618843	1	Oman	MU	MU		21	57	MU	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	20230118094500	https://www.middleeastmonitor.com/20230118-saudi-arabia-resumes-back-channel-talks-with-houthis-to-extend-ceasefire-in-yemen/
1080674628	20230111	202301	2023	2023.0301	OMN	OMANI	OMN								YEM	YEMEN	YEM								1	042	042	04	1	1.9	6	1	6	-1.49892933618843	1	Oman	MU	MU		21	57	MU	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	1	Oman	MU	MU		21	57	MU	20230118094500	https://www.middleeastmonitor.com/20230118-saudi-arabia-resumes-back-channel-talks-with-houthis-to-extend-ceasefire-in-yemen/
1080674629	20230111	202301	2023	2023.0301	OMN	OMAN	OMN								YEM	YEMEN	YEM								1	042	042	04	1	1.9	2	1	2	-1.49892933618843	1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	20230118094500	https://www.middleeastmonitor.com/20230118-saudi-arabia-resumes-back-channel-talks-with-houthis-to-extend-ceasefire-in-yemen/
1080674630	20230111	202301	2023	2023.0301	OMN	OMANI	OMN								YEM	YEMEN	YEM								1	046	046	04	1	7.0	8	1	8	-1.49892933618843	1	Oman	MU	MU		21	57	MU	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20230118094500	https://www.middleeastmonitor.com/20230118-saudi-arabia-resumes-back-channel-talks-with-houthis-to-extend-ceasefire-in-yemen/
1080674631	20230111	202301	2023	2023.0301	OMN	OMAN	OMN								YEM	YEMEN	YEM								1	046	046	04	1	7.0	2	1	2	-1.49892933618843	1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20230118094500	https://www.middleeastmonitor.com/20230118-saudi-arabia-resumes-back-channel-talks-with-houthis-to-extend-ceasefire-in-yemen/
1080674632	20230111	202301	2023	2023.0301	USA	UNITED STATES	USA																		1	040	040	04	1	1.0	4	1	4	-6.87830687830687	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20230118094500	http://www.nydailynews.com/opinion/ny-edit-congress-department-of-labor-comptroller-unemployment-covid-spending-20230118-ibjr2sywsbdrbbpzzyhzqqp67u-story.html
1080674633	20230111	202301	2023	2023.0301	YEM	YEMEN	YEM								OMN	OMAN	OMN								1	043	043	04	1	2.8	2	1	2	-1.49892933618843	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	1	Oman	MU	MU		21	57	MU	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	20230118094500	https://www.middleeastmonitor.com/20230118-saudi-arabia-resumes-back-channel-talks-with-houthis-to-extend-ceasefire-in-yemen/
1080674634	20230111	202301	2023	2023.0301	YEM	YEMEN	YEM								OMN	OMANI	OMN								1	043	043	04	1	2.8	6	1	6	-1.49892933618843	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	20230118094500	https://www.middleeastmonitor.com/20230118-saudi-arabia-resumes-back-channel-talks-with-houthis-to-extend-ceasefire-in-yemen/
1080674635	20230111	202301	2023	2023.0301	YEM	YEMEN	YEM								OMN	OMAN	OMN								1	043	043	04	1	2.8	2	1	2	-1.49892933618843	1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	20230118094500	https://www.middleeastmonitor.com/20230118-saudi-arabia-resumes-back-channel-talks-with-houthis-to-extend-ceasefire-in-yemen/
1080674636	20230111	202301	2023	2023.0301	YEM	YEMEN	YEM								OMN	OMANI	OMN								1	046	046	04	1	7.0	8	1	8	-1.49892933618843	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	1	Oman	MU	MU		21	57	MU	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20230118094500	https://www.middleeastmonitor.com/20230118-saudi-arabia-resumes-back-channel-talks-with-houthis-to-extend-ceasefire-in-yemen/
1080674637	20230111	202301	2023	2023.0301	YEM	YEMEN	YEM								OMN	OMAN	OMN								1	046	046	04	1	7.0	2	1	2	-1.49892933618843	1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20230118094500	https://www.middleeastmonitor.com/20230118-saudi-arabia-resumes-back-channel-talks-with-houthis-to-extend-ceasefire-in-yemen/
1080674638	20230117	202301	2023	2023.0466	BEN	COTONOU	BEN								GOV	CABINET						GOV			1	036	036	03	1	4.0	10	1	10	-1.34744947064486	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20230118094500	https://news.artnet.com/art-world/frances-ministry-of-culture-is-pushing-forward-a-trio-of-groundbreaking-laws-which-may-have-sweeping-effects-on-restitution-2243534
1080674639	20230117	202301	2023	2023.0466	BEN	COTONOU	BEN								GOV	CABINET						GOV			1	042	042	04	1	1.9	10	1	10	-1.34744947064486	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20230118094500	https://news.artnet.com/art-world/frances-ministry-of-culture-is-pushing-forward-a-trio-of-groundbreaking-laws-which-may-have-sweeping-effects-on-restitution-2243534
1080674640	20230117	202301	2023	2023.0466	CHEGOV	SWITZERLAND	CHE					GOV			GOV	MINISTRY						GOV			1	043	043	04	1	2.8	2	1	2	7.87037037037037	1	Switzerland	SZ	SZ		47	8	SZ	1	Sri Lanka	CE	CE		7	81	CE	1	Switzerland	SZ	SZ		47	8	SZ	20230118094500	https://www.newswire.lk/2023/01/18/switzerland-to-support-proposed-digitalization-programme-of-foreign-employment-bureau/
1080674641	20230117	202301	2023	2023.0466	CHEGOV	SWITZERLAND	CHE					GOV			GOV	MINISTRY						GOV			1	043	043	04	1	2.8	8	1	8	7.87037037037037	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20230118094500	https://www.newswire.lk/2023/01/18/switzerland-to-support-proposed-digitalization-programme-of-foreign-employment-bureau/
1080674642	20230117	202301	2023	2023.0466	GOV	CABINET						GOV			BEN	COTONOU	BEN								1	036	036	03	1	4.0	10	1	10	-1.34744947064486	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20230118094500	https://news.artnet.com/art-world/frances-ministry-of-culture-is-pushing-forward-a-trio-of-groundbreaking-laws-which-may-have-sweeping-effects-on-restitution-2243534
