1078633335	20220104	202201	2022	2022.0110											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-5.67164179104478	0								3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	20230104004500	https://www.hometownstations.com/news/governor-mike-dewine-signs-bill-that-hopes-to-help-curb-distracted-driving/article_2275d9cc-8ba6-11ed-b4aa-db1e49d07097.html
1078633336	20220104	202201	2022	2022.0110	BUS	COMPANY						BUS													0	070	070	07	2	7.0	3	1	3	-0.43446777697321	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20230104004500	https://www.corvallisadvocate.com/2023/corvallis-business-gazette-times-publisher-sued-over-subscriber-privacy-starker-funds-samaritan-health-efforts-timberhill-apartments-planned-new-homeless-shelter-sought-chamber-webinar-slated/
1078633337	20220104	202201	2022	2022.0110	BUS	COMPANY						BUS													0	070	070	07	2	7.0	1	1	1	-0.43446777697321	1	Lebanon	LE	LE		33.833333	35.833333	LE	0								1	Lebanon	LE	LE		33.833333	35.833333	LE	20230104004500	https://www.corvallisadvocate.com/2023/corvallis-business-gazette-times-publisher-sued-over-subscriber-privacy-starker-funds-samaritan-health-efforts-timberhill-apartments-planned-new-homeless-shelter-sought-chamber-webinar-slated/
1078633338	20220104	202201	2022	2022.0110	BUS	COMPANY						BUS			MNCUSA	DUKE REALTY CORP	USA					MNC			1	060	060	06	2	6.0	5	1	5	1.4218009478673	0								0								0								20230104004500	https://www.ocbj.com/real-estate/healthcare-investor-pays-80m-for-brea-offices/
1078633339	20220104	202201	2022	2022.0110	BUS	COMPANY						BUS			USA	UNITED STATES	USA								0	070	070	07	2	7.0	2	1	2	-0.43446777697321	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20230104004500	https://www.corvallisadvocate.com/2023/corvallis-business-gazette-times-publisher-sued-over-subscriber-privacy-starker-funds-samaritan-health-efforts-timberhill-apartments-planned-new-homeless-shelter-sought-chamber-webinar-slated/
1078633340	20220104	202201	2022	2022.0110	BUS	COMPANY						BUS			USA	UNITED STATES	USA								0	070	070	07	2	7.0	4	1	4	-0.43446777697321	1	Lebanon	LE	LE		33.833333	35.833333	LE	3	Good Samaritan Regional Medical Center, Oregon, United States	US	USOR		44.6024	-123.25	1162118	1	Lebanon	LE	LE		33.833333	35.833333	LE	20230104004500	https://www.corvallisadvocate.com/2023/corvallis-business-gazette-times-publisher-sued-over-subscriber-privacy-starker-funds-samaritan-health-efforts-timberhill-apartments-planned-new-homeless-shelter-sought-chamber-webinar-slated/
1078633341	20220104	202201	2022	2022.0110	LEG	LEGISLATOR						LEG													1	081	081	08	2	5.0	10	1	10	-1.30970724191063	2	Washington, United States	US	USWA		47.3917	-121.571	WA	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	20230104004500	https://www.sightline.org/2023/01/03/washingtons-2023-middle-housing-bill-explained/
1078633342	20220104	202201	2022	2022.0110	LEG	LEGISLATOR						LEG													1	172	172	17	4	-5.0	5	1	5	-1.30970724191063	2	Washington, United States	US	USWA		47.3917	-121.571	WA	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	20230104004500	https://www.sightline.org/2023/01/03/washingtons-2023-middle-housing-bill-explained/
1078633343	20220104	202201	2022	2022.0110	MNCIRL	RYANAIR	IRL					MNC													0	111	111	11	3	-2.0	5	1	5	-1.92307692307692	1	Turkey	TU	TU		39.059012	34.911546	TU	0								1	Turkey	TU	TU		39.059012	34.911546	TU	20230104004500	https://www.traveller.com.au/worst-airline-food-easyjets-christmas-sandwich-and-other-tragic-inflight-meals-h28z0e
1078633344	20221205	202212	2022	2022.9178	GOV	REGULATOR						GOV													1	080	080	08	2	5.0	10	1	10	-7.09459459459459	1	Bahamas, The	BF	BF		24	-76	BF	0								1	Bahamas, The	BF	BF		24	-76	BF	20230104004500	https://news.yahoo.com/regulators-bahamas-back-estimate-3-145514131.html
1078633345	20221205	202212	2022	2022.9178	GOV	REGULATOR						GOV													1	1711	171	17	4	-9.2	10	1	10	-7.09459459459459	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	0								3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20230104004500	https://news.yahoo.com/regulators-bahamas-back-estimate-3-145514131.html
1078633346	20221205	202212	2022	2022.9178	LEGLAB	PARLIAMENT						LEG	LAB		LEG	PARLIAMENT						LEG			1	120	120	12	3	-4.0	90	1	90	-2.57843297903061	0								0								0								20230104004500	https://island.lk/pucsl-chairman-complains-of-intimidation/
