1079056377	20130108	201301	2013	2013.0219	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			1	071	071	07	2	7.4	4	1	4	-2.46478873239436	3	Orange County, Florida, United States	US	USFL	FL095	28.4586	-81.2915	295750	3	Orange County, Florida, United States	US	USFL		28.4586	-81.2915	295750	3	Orange County, Florida, United States	US	USFL		28.4586	-81.2915	295750	20230106204500	http://www.orlandosentinel.com/news/education/os-ne-sales-tax-orange-schools-20230106-a6agizzycng6hhbdeysdyykisq-story.html
1079056378	20220106	202201	2022	2022.0164											USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	-3.75	0								3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20230106204500	https://exclaim.ca/film/article/bam_margera_was_basically_pronounced_dead_during_covid_hospitalization
1079056379	20220106	202201	2022	2022.0164	COP	POLICE						COP													1	090	090	09	2	-2.0	3	1	3	-3.22580645161291	4	Dal Lake, India (general), India	IN	IN00	72789	34.1167	74.8667	-2093881	0								4	Dal Lake, India (general), India	IN	IN00	72789	34.1167	74.8667	-2093881	20230106204500	https://www.freepressjournal.in/mumbai/mumbai-indrani-claims-again-that-someone-spotted-sheena-this-time-at-guwahati
1079056380	20220106	202201	2022	2022.0164	COP	POLICE						COP			IND	SRINAGAR	IND								1	090	090	09	2	-2.0	1	1	1	-3.22580645161291	4	Dal Lake, India (general), India	IN	IN00	72789	34.1167	74.8667	-2093881	4	Indrani, West Bengal, India	IN	IN28	17955	24.1333	88.0333	-2097811	4	Dal Lake, India (general), India	IN	IN00	72789	34.1167	74.8667	-2093881	20230106204500	https://www.freepressjournal.in/mumbai/mumbai-indrani-claims-again-that-someone-spotted-sheena-this-time-at-guwahati
1079056381	20220106	202201	2022	2022.0164	COP	POLICE						COP			IND	SRINAGAR	IND								1	090	090	09	2	-2.0	1	1	1	-3.22580645161291	4	Guwahati, Assam, India	IN	IN03	17583	26.1833	91.7333	-2096059	4	Dal Lake, India (general), India	IN	IN00	72789	34.1167	74.8667	-2093881	4	Guwahati, Assam, India	IN	IN03	17583	26.1833	91.7333	-2096059	20230106204500	https://www.freepressjournal.in/mumbai/mumbai-indrani-claims-again-that-someone-spotted-sheena-this-time-at-guwahati
1079056382	20220106	202201	2022	2022.0164	CVL	VOTER						CVL													0	051	051	05	1	3.4	8	1	8	-5.88235294117647	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20230106204500	https://www.kob.com/news/health/similar-state-abortion-challenges-meet-different-outcomes/
1079056383	20220106	202201	2022	2022.0164	IND	SRINAGAR	IND								COP	POLICE						COP			1	112	112	11	3	-2.0	1	1	1	-3.22580645161291	4	Dal Lake, India (general), India	IN	IN00	72789	34.1167	74.8667	-2093881	4	Guwahati, Assam, India	IN	IN03	17583	26.1833	91.7333	-2096059	4	Dal Lake, India (general), India	IN	IN00	72789	34.1167	74.8667	-2093881	20230106204500	https://www.freepressjournal.in/mumbai/mumbai-indrani-claims-again-that-someone-spotted-sheena-this-time-at-guwahati
1079056384	20220106	202201	2022	2022.0164	IND	SRINAGAR	IND								COP	POLICE						COP			1	112	112	11	3	-2.0	1	1	1	-3.22580645161291	4	Indrani, West Bengal, India	IN	IN28	17955	24.1333	88.0333	-2097811	4	Dal Lake, India (general), India	IN	IN00	72789	34.1167	74.8667	-2093881	4	Dal Lake, India (general), India	IN	IN00	72789	34.1167	74.8667	-2093881	20230106204500	https://www.freepressjournal.in/mumbai/mumbai-indrani-claims-again-that-someone-spotted-sheena-this-time-at-guwahati
1079056385	20220106	202201	2022	2022.0164	JUD	SUPREME COURT						JUD													1	120	120	12	3	-4.0	2	1	2	-5.88235294117647	3	Cherry Hill, New Jersey, United States	US	USNJ	NJ007	39.9348	-75.0307	875388	0								3	Cherry Hill, New Jersey, United States	US	USNJ		39.9348	-75.0307	875388	20230106204500	https://www.kob.com/news/health/similar-state-abortion-challenges-meet-different-outcomes/
1079056386	20220106	202201	2022	2022.0164	JUD	SUPREME COURT						JUD													1	120	120	12	3	-4.0	8	1	8	-5.88235294117647	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20230106204500	https://www.kob.com/news/health/similar-state-abortion-challenges-meet-different-outcomes/
1079056387	20220106	202201	2022	2022.0164	LEG	LEGISLATURE						LEG			USA	UNITED STATES	USA								1	110	110	11	3	-2.0	2	1	2	-3.8917089678511	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Reedy Creek, Florida, United States	US	USFL		30.9691	-87.3691	112830	20230106204500	http://www.orlandosentinel.com/politics/os-ne-disney-desantis-reedy-creek-law-20230106-pocf3klzxbblxiawnsdl6vwf2m-story.html
1079056388	20220106	202201	2022	2022.0164	NGODEV	DEVELOPMENT AGENC						NGO	DEV												1	014	014	01	1	0.0	4	1	4	-0.37174721189591	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20230106204500	https://www.stltoday.com/business/local/loop-trolley-to-reappear-next-week-for-testing/article_c7a0f0b0-acd1-5ac8-8577-45f610e66582.html
1079056389	20220106	202201	2022	2022.0164	NGODEV	DEVELOPMENT AGENC						NGO	DEV												1	014	014	01	1	0.0	6	1	6	-0.37174721189591	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	0								2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20230106204500	https://www.stltoday.com/business/local/loop-trolley-to-reappear-next-week-for-testing/article_c7a0f0b0-acd1-5ac8-8577-45f610e66582.html
1079056390	20220106	202201	2022	2022.0164	PTY	POLITICIAN									RUS	RUSSIAN	RUS								1	040	040	04	1	1.0	8	1	8	-3.6938139741878	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20230106204500	https://www.yourdemocracy.net.au/drupal/node/46683
