1082073092	20220127	202201	2022	2022.0740											BGR	BULGARIA	BGR								1	042	042	04	1	1.9	4	1	4	-5.36779324055666	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20230127023000	https://japantoday.com/category/world/eu-wants-to-send-more-migrants-away-as-irregular-arrivals-grow
1082073093	20220127	202201	2022	2022.0740											GOV	MINIST						GOV			0	010	010	01	1	0.0	10	1	10	0.193423597678916	0								4	Indore, Madhya Pradesh, India	IN	IN35	17729	22.7167	75.8333	-2097803	4	Indore, Madhya Pradesh, India	IN	IN35	17729	22.7167	75.8333	-2097803	20230127023000	https://www.freepressjournal.in/indore/indore-iit-indores-satellite-campus-unlikely-in-coming-session-as-well
1082073094	20220127	202201	2022	2022.0740											GOV	MINIST						GOV			0	020	020	02	1	3.0	8	1	8	0.193423597678916	0								4	Indore, Madhya Pradesh, India	IN	IN35	17729	22.7167	75.8333	-2097803	4	Indore, Madhya Pradesh, India	IN	IN35	17729	22.7167	75.8333	-2097803	20230127023000	https://www.freepressjournal.in/indore/indore-iit-indores-satellite-campus-unlikely-in-coming-session-as-well
1082073095	20220127	202201	2022	2022.0740											GOV	MINIST						GOV			0	020	020	02	1	3.0	2	1	2	0.193423597678916	0								4	Indore, Madhya Pradesh, India	IN	IN35	17729	22.7167	75.8333	-2097803	4	Ujjain, Madhya Pradesh, India	IN	IN35	17754	23.1833	75.7667	-2113707	20230127023000	https://www.freepressjournal.in/indore/indore-iit-indores-satellite-campus-unlikely-in-coming-session-as-well
1082073096	20220127	202201	2022	2022.0740	BGR	BULGARIA	BGR																		1	043	043	04	1	2.8	4	1	4	-5.36779324055666	4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	0								4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	20230127023000	https://japantoday.com/category/world/eu-wants-to-send-more-migrants-away-as-irregular-arrivals-grow
1082073097	20220127	202201	2022	2022.0740	CHR	CHRISTIAN				CHR					MED	WEBSITE						MED			0	120	120	12	3	-4.0	3	1	3	-0.609756097560981	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20230127023000	https://www.kagstv.com/article/news/nation-world/colorado-baker-loses-appeal-transgender-birthday-cake/507-35bf8c26-0fa1-4323-bffd-115ee42e4f26
1082073098	20220127	202201	2022	2022.0740	GOV	GOVERNMENT						GOV			COL	COLOMBIA	COL								1	0213	021	02	1	3.4	10	1	10	-8.50746268656713	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	20230127023000	https://apnews.com/article/drug-crimes-crime-colombia-brooklyn-homicide-2fbd632d00d1c22102aa958b34c772a4
1082073099	20220127	202201	2022	2022.0740	THA	THAI	THA								IGOEUREEC	THE EU	EUR	EEC				IGO			0	061	061	06	2	6.4	8	1	8	1.68421052631579	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20230127023000	https://www.bangkokpost.com/business/2492424/thai-eu-trade-talks-set-to-start-by-march
1082073100	20220127	202201	2022	2022.0740	USA	UNITED STATES	USA								MED	WEBSITE						MED			0	120	120	12	3	-4.0	2	1	2	-0.609756097560981	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20230127023000	https://www.kagstv.com/article/news/nation-world/colorado-baker-loses-appeal-transgender-birthday-cake/507-35bf8c26-0fa1-4323-bffd-115ee42e4f26
1082073101	20221228	202212	2022	2022.9808	NZL	NEW ZEALAND	NZL																		1	051	051	05	1	3.4	2	1	2	-4.24710424710424	4	Orakei, New Zealand (general), New Zealand	NZ	NZ00	22389	-36.85	174.817	-1515295	0								4	Orakei, New Zealand (general), New Zealand	NZ	NZ00	22389	-36.85	174.817	-1515295	20230127023000	https://waateanews.com/2023/01/27/bike-ride-for-cervical-cancer-fight/
1082073102	20221228	202212	2022	2022.9808	NZL	NEW ZEALAND	NZL																		1	051	051	05	1	3.4	2	1	2	-4.24710424710424	4	Rotorua, New Zealand (general), New Zealand	NZ	NZ00	22389	-37.9	176.217	-1515453	0								4	Orakei, New Zealand (general), New Zealand	NZ	NZ00	22389	-36.85	174.817	-1515295	20230127023000	https://waateanews.com/2023/01/27/bike-ride-for-cervical-cancer-fight/
1082073103	20230120	202301	2023	2023.0548	GOV	AUTHORITIES						GOV													0	084	084	08	2	7.0	4	1	4	-11.3378684807257	3	Memphis, Tennessee, United States	US	USTN	TN157	35.1495	-90.049	1326388	0								3	Memphis, Tennessee, United States	US	USTN	TN157	35.1495	-90.049	1326388	20230127023000	https://www.essence.com/news/five-former-memphis-officers-charged-with-murder-in-death-of-tyre-nichols/
1082073104	20230120	202301	2023	2023.0548	GOV	AUTHORITIES						GOV													0	084	084	08	2	7.0	6	1	6	-11.3378684807257	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20230127023000	https://www.essence.com/news/five-former-memphis-officers-charged-with-murder-in-death-of-tyre-nichols/
1082073105	20230120	202301	2023	2023.0548	GOV	SECRETARY OF STATE						GOV			EGY	EGYPT	EGY								0	036	036	03	1	4.0	2	1	2	-8.46153846153847	1	Israel	IS	IS		31.5	34.75	IS	1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	20230127023000	https://japantoday.com/category/world/israeli-troops-kill-7-palestinian-gunmen-2-civilians-in-jenin-clash-palestinians-say2
1082073106	20230120	202301	2023	2023.0548	GOV	SECRETARY OF STATE						GOV			ISR	ISRAEL	ISR								0	036	036	03	1	4.0	2	1	2	-8.46153846153847	1	Israel	IS	IS		31.5	34.75	IS	1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	20230127023000	https://japantoday.com/category/world/israeli-troops-kill-7-palestinian-gunmen-2-civilians-in-jenin-clash-palestinians-say2
1082073107	20230120	202301	2023	2023.0548	GOV	SECRETARY OF STATE						GOV			PSE	WEST BANK	PSE								0	036	036	03	1	4.0	2	1	2	-8.46153846153847	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Egypt	EG	EG		27	30	EG	20230127023000	https://japantoday.com/category/world/israeli-troops-kill-7-palestinian-gunmen-2-civilians-in-jenin-clash-palestinians-say2
1082073108	20230126	202301	2023	2023.0712											LCA	ST LUCIA	LCA								1	040	040	04	1	1.0	5	1	5	-3.54609929078015	0								0								0								20230127023000	https://barbados.loopnews.com/content/aiden-dolors-family-holds-prayer-session-laments-rumours-0
1082073109	20230126	202301	2023	2023.0712	COP	POLICE						COP			GBR	LONDON	GBR								1	112	112	11	3	-2.0	5	1	5	-6.69934640522876	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20230127023000	https://www.dailymail.co.uk/news/article-11681917/Met-Police-officer-faces-dismissal-asking-colleague-picture-decomposed-corpse.html
1082073110	20230126	202301	2023	2023.0712	LCA	ST LUCIA	LCA																		1	012	012	01	1	-0.4	5	1	5	-3.54609929078015	0								0								0								20230127023000	https://barbados.loopnews.com/content/aiden-dolors-family-holds-prayer-session-laments-rumours-0
1082073111	20230126	202301	2023	2023.0712	LCA	ST LUCIA	LCA																		1	040	040	04	1	1.0	5	1	5	-3.54609929078015	0								0								0								20230127023000	https://barbados.loopnews.com/content/aiden-dolors-family-holds-prayer-session-laments-rumours-0
1082073112	20230126	202301	2023	2023.0712	POL	POLAND	POL																		0	070	070	07	2	7.0	2	1	2	-0.37878787878788	1	Poland	PL	PL		52	20	PL	0								1	Poland	PL	PL		52	20	PL	20230127023000	https://riverheadlocal.com/2023/01/26/riverhead-town-highway-workers-both-veteran-volunteer-firefighters-save-two-women-from-burning-building-in-polish-town/
1082073113	20230127	202301	2023	2023.0740											AFR	AFRICA	AFR								0	043	043	04	1	2.8	2	1	2	-2.00142959256612	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20230127023000	https://www.dailymaverick.co.za/article/2023-01-27-a-cape-town-unwelcoming-committee-for-russian-polar-oil-and-gas-survey-ship/
1082073114	20230127	202301	2023	2023.0740											AFR	AFRICA	AFR								0	043	043	04	1	2.8	2	1	2	-2.00142959256612	0								4	Khayelitsha, Western Cape, South Africa	SF	SF11	77317	-34.0393	18.6792	-1243454	4	Khayelitsha, Western Cape, South Africa	SF	SF11	77317	-34.0393	18.6792	-1243454	20230127023000	https://www.dailymaverick.co.za/article/2023-01-27-a-cape-town-unwelcoming-committee-for-russian-polar-oil-and-gas-survey-ship/
1082073115	20230127	202301	2023	2023.0740											AUS	AUSTRALIA	AUS								1	036	036	03	1	4.0	10	1	10	0.711111111111116	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20230127023000	https://www.drive.com.au/news/2023-mercedes-amg-e63-c63-final-edition-price/
1082073116	20230127	202301	2023	2023.0740											AUS	AUSTRALIA	AUS								1	050	050	05	1	3.5	4	1	4	-1.39275766016713	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20230127023000	https://www.sheppnews.com.au/world/new-fiji-govt-suspends-police-commissioner/
1082073117	20230127	202301	2023	2023.0740											AUS	AUSTRALIA	AUS								1	050	050	05	1	3.5	4	1	4	-1.39275766016713	0								1	Australia	AS	AS		-25	135	AS	1	United States	US	US		39.828175	-98.5795	US	20230127023000	https://www.sheppnews.com.au/world/new-fiji-govt-suspends-police-commissioner/
