1082364532	20220129	202201	2022	2022.0795											PAK	PAKISTAN	PAK								0	060	060	06	2	6.0	2	1	2	3.63636363636364	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20230129051500	https://www.dawn.com/news/1734064/the-icon-interview-doing-it-his-own-way
1082364533	20220129	202201	2022	2022.0795	DEU	GERMANY	DEU								UKR	UKRAINIAN	UKR								0	112	112	11	3	-2.0	2	1	2	-0.28943560057887	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20230129051500	https://www.malaymail.com/news/world/2023/01/29/germanys-scholz-heads-next-to-chile-brazil-on-latin-america-tour/52430
1082364534	20220129	202201	2022	2022.0795	DEU	GERMANY	DEU								UKR	UKRAINIAN	UKR								0	112	112	11	3	-2.0	2	1	2	-0.28943560057887	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20230129051500	https://www.malaymail.com/news/world/2023/01/29/germanys-scholz-heads-next-to-chile-brazil-on-latin-america-tour/52430
1082364535	20220129	202201	2022	2022.0795	PAK	PAKISTAN	PAK																		0	060	060	06	2	6.0	2	1	2	3.63636363636364	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20230129051500	https://www.dawn.com/news/1734064/the-icon-interview-doing-it-his-own-way
1082364536	20220129	202201	2022	2022.0795	RUSGOV	RUSSIAN	RUS					GOV			UKRGOV	UKRAINIAN	UKR					GOV			0	112	112	11	3	-2.0	6	1	6	-0.28943560057887	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20230129051500	https://www.malaymail.com/news/world/2023/01/29/germanys-scholz-heads-next-to-chile-brazil-on-latin-america-tour/52430
1082364537	20230122	202301	2023	2023.0603	GOV	GOVERNMENT						GOV													1	111	111	11	3	-2.0	10	1	10	-0.68493150684931	4	Alice Springs, Northern Territory, Australia	AS	AS03	5120	-23.6975	133.884	-1555489	0								4	Alice Springs, Northern Territory, Australia	AS	AS03	5120	-23.6975	133.884	-1555489	20230129051500	https://www.watoday.com.au/politics/federal/what-to-expect-from-the-yes-and-no-campaigns-for-the-voice-20230127-p5cfxo.html
1082364538	20230122	202301	2023	2023.0603	PAK	PAKISTAN	PAK																		1	030	030	03	1	4.0	10	1	10	-5.55555555555556	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20230129051500	https://tribune.com.pk/story/2398238/poor-will-not-be-burdened-malik
1082364539	20230129	202301	2023	2023.0795											ARE	DUBAI	ARE								1	061	061	06	2	6.4	5	1	5	-1.91846522781775	0								4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20230129051500	https://www.dawn.com/news/1734214/onion-rates-rise-to-rs320-per-kilo-on-short-supply
1082364540	20230129	202301	2023	2023.0795											BRA	BRAZIL	BRA								1	030	030	03	1	4.0	3	1	3	-0.28943560057887	0								1	Brazil	BR	BR		-10	-55	BR	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20230129051500	https://www.malaymail.com/news/world/2023/01/29/germanys-scholz-heads-next-to-chile-brazil-on-latin-america-tour/52430
1082364541	20230129	202301	2023	2023.0795											BRA	BRAZIL	BRA								0	036	036	03	1	4.0	2	1	2	-0.28943560057887	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20230129051500	https://www.malaymail.com/news/world/2023/01/29/germanys-scholz-heads-next-to-chile-brazil-on-latin-america-tour/52430
1082364542	20230129	202301	2023	2023.0795											BUS	COMPANY						BUS			0	036	036	03	1	4.0	10	1	10	-2.1505376344086	0								1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20230129051500	https://www.phonearena.com/news/apple-adjusts-app-store-prices_id145228
